"adm2_code","class2","class1","type","year","unit","value","adm1","adm2"
36570,"female","All causes","mortality",2020,"per 100k population",209.3,"Jeollanam-do","Hwasun-gun"
36580,"total","All causes","mortality",2020,"per 100k population",366.3,"Jeollanam-do","Jangheung-gun"
36580,"male","All causes","mortality",2020,"per 100k population",533.2,"Jeollanam-do","Jangheung-gun"
36580,"female","All causes","mortality",2020,"per 100k population",216.9,"Jeollanam-do","Jangheung-gun"
36590,"total","All causes","mortality",2020,"per 100k population",340.7,"Jeollanam-do","Gangjin-gun"
36590,"male","All causes","mortality",2020,"per 100k population",443,"Jeollanam-do","Gangjin-gun"
36590,"female","All causes","mortality",2020,"per 100k population",256.5,"Jeollanam-do","Gangjin-gun"
36600,"total","All causes","mortality",2020,"per 100k population",398.4,"Jeollanam-do","Haenam-gun"
36600,"male","All causes","mortality",2020,"per 100k population",513.8,"Jeollanam-do","Haenam-gun"
36600,"female","All causes","mortality",2020,"per 100k population",295.8,"Jeollanam-do","Haenam-gun"
36610,"total","All causes","mortality",2020,"per 100k population",348.7,"Jeollanam-do","Yeongam-gun"
36610,"male","All causes","mortality",2020,"per 100k population",498.6,"Jeollanam-do","Yeongam-gun"
36610,"female","All causes","mortality",2020,"per 100k population",210.7,"Jeollanam-do","Yeongam-gun"
36620,"total","All causes","mortality",2020,"per 100k population",348.3,"Jeollanam-do","Muan-gun"
36620,"male","All causes","mortality",2020,"per 100k population",488.6,"Jeollanam-do","Muan-gun"
36620,"female","All causes","mortality",2020,"per 100k population",236.1,"Jeollanam-do","Muan-gun"
36630,"total","All causes","mortality",2020,"per 100k population",296.7,"Jeollanam-do","Hampyeong-gun"
36630,"male","All causes","mortality",2020,"per 100k population",368.2,"Jeollanam-do","Hampyeong-gun"
36630,"female","All causes","mortality",2020,"per 100k population",241.4,"Jeollanam-do","Hampyeong-gun"
36640,"total","All causes","mortality",2020,"per 100k population",389.5,"Jeollanam-do","Yeonggwang-gun"
36640,"male","All causes","mortality",2020,"per 100k population",553,"Jeollanam-do","Yeonggwang-gun"
36640,"female","All causes","mortality",2020,"per 100k population",256.1,"Jeollanam-do","Yeonggwang-gun"
36650,"total","All causes","mortality",2020,"per 100k population",339.5,"Jeollanam-do","Jangseong-gun"
36650,"male","All causes","mortality",2020,"per 100k population",483.5,"Jeollanam-do","Jangseong-gun"
36650,"female","All causes","mortality",2020,"per 100k population",214,"Jeollanam-do","Jangseong-gun"
36660,"total","All causes","mortality",2020,"per 100k population",374.3,"Jeollanam-do","Wando-gun"
36660,"male","All causes","mortality",2020,"per 100k population",479,"Jeollanam-do","Wando-gun"
36660,"female","All causes","mortality",2020,"per 100k population",285.4,"Jeollanam-do","Wando-gun"
36670,"total","All causes","mortality",2020,"per 100k population",421,"Jeollanam-do","Jindo-gun"
36670,"male","All causes","mortality",2020,"per 100k population",586.8,"Jeollanam-do","Jindo-gun"
36670,"female","All causes","mortality",2020,"per 100k population",268,"Jeollanam-do","Jindo-gun"
36680,"total","All causes","mortality",2020,"per 100k population",394.7,"Jeollanam-do","Sinan-gun"
36680,"male","All causes","mortality",2020,"per 100k population",545.6,"Jeollanam-do","Sinan-gun"
36680,"female","All causes","mortality",2020,"per 100k population",260.5,"Jeollanam-do","Sinan-gun"
37010,"total","All causes","mortality",2020,"per 100k population",317.5,"Gyeongsangbuk-do","Pohang-si"
37010,"male","All causes","mortality",2020,"per 100k population",426.6,"Gyeongsangbuk-do","Pohang-si"
37010,"female","All causes","mortality",2020,"per 100k population",225.7,"Gyeongsangbuk-do","Pohang-si"
37011,"total","All causes","mortality",2020,"per 100k population",324.2,"Gyeongsangbuk-do","Nam-gu"
37011,"male","All causes","mortality",2020,"per 100k population",431.9,"Gyeongsangbuk-do","Nam-gu"
37011,"female","All causes","mortality",2020,"per 100k population",227.5,"Gyeongsangbuk-do","Nam-gu"
37012,"total","All causes","mortality",2020,"per 100k population",311.4,"Gyeongsangbuk-do","Buk-gu"
37012,"male","All causes","mortality",2020,"per 100k population",420.2,"Gyeongsangbuk-do","Buk-gu"
37012,"female","All causes","mortality",2020,"per 100k population",224.2,"Gyeongsangbuk-do","Buk-gu"
37020,"total","All causes","mortality",2020,"per 100k population",328.6,"Gyeongsangbuk-do","Gyeongju-si"
37020,"male","All causes","mortality",2020,"per 100k population",445.4,"Gyeongsangbuk-do","Gyeongju-si"
37020,"female","All causes","mortality",2020,"per 100k population",235.8,"Gyeongsangbuk-do","Gyeongju-si"
37030,"total","All causes","mortality",2020,"per 100k population",345.2,"Gyeongsangbuk-do","Gimcheon-si"
37030,"male","All causes","mortality",2020,"per 100k population",457,"Gyeongsangbuk-do","Gimcheon-si"
37030,"female","All causes","mortality",2020,"per 100k population",252.4,"Gyeongsangbuk-do","Gimcheon-si"
37040,"total","All causes","mortality",2020,"per 100k population",353,"Gyeongsangbuk-do","Andong-si"
37040,"male","All causes","mortality",2020,"per 100k population",504.1,"Gyeongsangbuk-do","Andong-si"
37040,"female","All causes","mortality",2020,"per 100k population",230.4,"Gyeongsangbuk-do","Andong-si"
37050,"total","All causes","mortality",2020,"per 100k population",326.1,"Gyeongsangbuk-do","Gumi-si"
37050,"male","All causes","mortality",2020,"per 100k population",451.3,"Gyeongsangbuk-do","Gumi-si"
37050,"female","All causes","mortality",2020,"per 100k population",230,"Gyeongsangbuk-do","Gumi-si"
37060,"total","All causes","mortality",2020,"per 100k population",355.1,"Gyeongsangbuk-do","Yeongju-si"
37060,"male","All causes","mortality",2020,"per 100k population",461.7,"Gyeongsangbuk-do","Yeongju-si"
37060,"female","All causes","mortality",2020,"per 100k population",267.3,"Gyeongsangbuk-do","Yeongju-si"
37070,"total","All causes","mortality",2020,"per 100k population",359,"Gyeongsangbuk-do","Yeongcheon-si"
37070,"male","All causes","mortality",2020,"per 100k population",478.3,"Gyeongsangbuk-do","Yeongcheon-si"
37070,"female","All causes","mortality",2020,"per 100k population",254.6,"Gyeongsangbuk-do","Yeongcheon-si"
37080,"total","All causes","mortality",2020,"per 100k population",305.7,"Gyeongsangbuk-do","Sangju-si"
37080,"male","All causes","mortality",2020,"per 100k population",408.9,"Gyeongsangbuk-do","Sangju-si"
37080,"female","All causes","mortality",2020,"per 100k population",226.5,"Gyeongsangbuk-do","Sangju-si"
37090,"total","All causes","mortality",2020,"per 100k population",315.7,"Gyeongsangbuk-do","Mungyeong-si"
37090,"male","All causes","mortality",2020,"per 100k population",462.6,"Gyeongsangbuk-do","Mungyeong-si"
37090,"female","All causes","mortality",2020,"per 100k population",199.9,"Gyeongsangbuk-do","Mungyeong-si"
37100,"total","All causes","mortality",2020,"per 100k population",318.8,"Gyeongsangbuk-do","Gyeongsan-si"
37100,"male","All causes","mortality",2020,"per 100k population",443.5,"Gyeongsangbuk-do","Gyeongsan-si"
37100,"female","All causes","mortality",2020,"per 100k population",218.3,"Gyeongsangbuk-do","Gyeongsan-si"
37520,"total","All causes","mortality",2020,"per 100k population",346.3,"Gyeongsangbuk-do","Uiseong-gun"
37520,"male","All causes","mortality",2020,"per 100k population",470.3,"Gyeongsangbuk-do","Uiseong-gun"
37520,"female","All causes","mortality",2020,"per 100k population",239.6,"Gyeongsangbuk-do","Uiseong-gun"
37530,"total","All causes","mortality",2020,"per 100k population",315.9,"Gyeongsangbuk-do","Cheongsong-gun"
37530,"male","All causes","mortality",2020,"per 100k population",423.3,"Gyeongsangbuk-do","Cheongsong-gun"
37530,"female","All causes","mortality",2020,"per 100k population",218.4,"Gyeongsangbuk-do","Cheongsong-gun"
37540,"total","All causes","mortality",2020,"per 100k population",340.8,"Gyeongsangbuk-do","Yeongyang-gun"
37540,"male","All causes","mortality",2020,"per 100k population",472.5,"Gyeongsangbuk-do","Yeongyang-gun"
37540,"female","All causes","mortality",2020,"per 100k population",238.4,"Gyeongsangbuk-do","Yeongyang-gun"
37550,"total","All causes","mortality",2020,"per 100k population",340.1,"Gyeongsangbuk-do","Yeongdeok-gun"
37550,"male","All causes","mortality",2020,"per 100k population",504.7,"Gyeongsangbuk-do","Yeongdeok-gun"
37550,"female","All causes","mortality",2020,"per 100k population",199,"Gyeongsangbuk-do","Yeongdeok-gun"
37560,"total","All causes","mortality",2020,"per 100k population",316.1,"Gyeongsangbuk-do","Cheongdo-gun"
37560,"male","All causes","mortality",2020,"per 100k population",409.1,"Gyeongsangbuk-do","Cheongdo-gun"
37560,"female","All causes","mortality",2020,"per 100k population",227.6,"Gyeongsangbuk-do","Cheongdo-gun"
37570,"total","All causes","mortality",2020,"per 100k population",308.3,"Gyeongsangbuk-do","Goryeong-gun"
37570,"male","All causes","mortality",2020,"per 100k population",431.6,"Gyeongsangbuk-do","Goryeong-gun"
37570,"female","All causes","mortality",2020,"per 100k population",186.9,"Gyeongsangbuk-do","Goryeong-gun"
37580,"total","All causes","mortality",2020,"per 100k population",366,"Gyeongsangbuk-do","Seongju-gun"
37580,"male","All causes","mortality",2020,"per 100k population",499.4,"Gyeongsangbuk-do","Seongju-gun"
37580,"female","All causes","mortality",2020,"per 100k population",238.2,"Gyeongsangbuk-do","Seongju-gun"
37590,"total","All causes","mortality",2020,"per 100k population",304.3,"Gyeongsangbuk-do","Chilgok-gun"
37590,"male","All causes","mortality",2020,"per 100k population",427.4,"Gyeongsangbuk-do","Chilgok-gun"
37590,"female","All causes","mortality",2020,"per 100k population",191.2,"Gyeongsangbuk-do","Chilgok-gun"
37600,"total","All causes","mortality",2020,"per 100k population",345.5,"Gyeongsangbuk-do","Yecheon-gun"
37600,"male","All causes","mortality",2020,"per 100k population",466,"Gyeongsangbuk-do","Yecheon-gun"
37600,"female","All causes","mortality",2020,"per 100k population",240.8,"Gyeongsangbuk-do","Yecheon-gun"
37610,"total","All causes","mortality",2020,"per 100k population",389.9,"Gyeongsangbuk-do","Bonghwa-gun"
37610,"male","All causes","mortality",2020,"per 100k population",501.8,"Gyeongsangbuk-do","Bonghwa-gun"
37610,"female","All causes","mortality",2020,"per 100k population",288.5,"Gyeongsangbuk-do","Bonghwa-gun"
37620,"total","All causes","mortality",2020,"per 100k population",348.2,"Gyeongsangbuk-do","Uljin-gun"
37620,"male","All causes","mortality",2020,"per 100k population",502.2,"Gyeongsangbuk-do","Uljin-gun"
37620,"female","All causes","mortality",2020,"per 100k population",221.7,"Gyeongsangbuk-do","Uljin-gun"
37630,"total","All causes","mortality",2020,"per 100k population",306.9,"Gyeongsangbuk-do","Ulleung-gun"
37630,"male","All causes","mortality",2020,"per 100k population",438.7,"Gyeongsangbuk-do","Ulleung-gun"
37630,"female","All causes","mortality",2020,"per 100k population",163.6,"Gyeongsangbuk-do","Ulleung-gun"
38030,"total","All causes","mortality",2020,"per 100k population",304.4,"Gyeongsangnam-do","Jinju-si"
38030,"male","All causes","mortality",2020,"per 100k population",420.9,"Gyeongsangnam-do","Jinju-si"
38030,"female","All causes","mortality",2020,"per 100k population",217.6,"Gyeongsangnam-do","Jinju-si"
38050,"total","All causes","mortality",2020,"per 100k population",364,"Gyeongsangnam-do","Tongyeong-si"
38050,"male","All causes","mortality",2020,"per 100k population",515.7,"Gyeongsangnam-do","Tongyeong-si"
38050,"female","All causes","mortality",2020,"per 100k population",236.6,"Gyeongsangnam-do","Tongyeong-si"
38060,"total","All causes","mortality",2020,"per 100k population",373.5,"Gyeongsangnam-do","Sacheon-si"
38060,"male","All causes","mortality",2020,"per 100k population",537.2,"Gyeongsangnam-do","Sacheon-si"
38060,"female","All causes","mortality",2020,"per 100k population",235.5,"Gyeongsangnam-do","Sacheon-si"
38070,"total","All causes","mortality",2020,"per 100k population",337.6,"Gyeongsangnam-do","Gimhae-si"
38070,"male","All causes","mortality",2020,"per 100k population",459.5,"Gyeongsangnam-do","Gimhae-si"
38070,"female","All causes","mortality",2020,"per 100k population",243.7,"Gyeongsangnam-do","Gimhae-si"
38080,"total","All causes","mortality",2020,"per 100k population",337.6,"Gyeongsangnam-do","Miryang-si"
38080,"male","All causes","mortality",2020,"per 100k population",457.9,"Gyeongsangnam-do","Miryang-si"
38080,"female","All causes","mortality",2020,"per 100k population",234.3,"Gyeongsangnam-do","Miryang-si"
38090,"total","All causes","mortality",2020,"per 100k population",331.6,"Gyeongsangnam-do","Geoje-si"
38090,"male","All causes","mortality",2020,"per 100k population",418.6,"Gyeongsangnam-do","Geoje-si"
38090,"female","All causes","mortality",2020,"per 100k population",256.1,"Gyeongsangnam-do","Geoje-si"
38100,"total","All causes","mortality",2020,"per 100k population",302.2,"Gyeongsangnam-do","Yangsan-si"
38100,"male","All causes","mortality",2020,"per 100k population",412.6,"Gyeongsangnam-do","Yangsan-si"
38100,"female","All causes","mortality",2020,"per 100k population",214,"Gyeongsangnam-do","Yangsan-si"
38110,"total","All causes","mortality",2020,"per 100k population",322.9,"Gyeongsangnam-do","Changwon-si"
38110,"male","All causes","mortality",2020,"per 100k population",436.6,"Gyeongsangnam-do","Changwon-si"
38110,"female","All causes","mortality",2020,"per 100k population",232,"Gyeongsangnam-do","Changwon-si"
38111,"total","All causes","mortality",2020,"per 100k population",324.4,"Gyeongsangnam-do","Uichang-gu"
38111,"male","All causes","mortality",2020,"per 100k population",436.5,"Gyeongsangnam-do","Uichang-gu"
38111,"female","All causes","mortality",2020,"per 100k population",238.8,"Gyeongsangnam-do","Uichang-gu"
38112,"total","All causes","mortality",2020,"per 100k population",307.9,"Gyeongsangnam-do","Seongsan-gu"
38112,"male","All causes","mortality",2020,"per 100k population",390.6,"Gyeongsangnam-do","Seongsan-gu"
38112,"female","All causes","mortality",2020,"per 100k population",241.7,"Gyeongsangnam-do","Seongsan-gu"
38113,"total","All causes","mortality",2020,"per 100k population",357.3,"Gyeongsangnam-do","Masanhappo-gu"
38113,"male","All causes","mortality",2020,"per 100k population",503.3,"Gyeongsangnam-do","Masanhappo-gu"
38113,"female","All causes","mortality",2020,"per 100k population",244,"Gyeongsangnam-do","Masanhappo-gu"
38114,"total","All causes","mortality",2020,"per 100k population",315.6,"Gyeongsangnam-do","Masanhoewon-gu"
38114,"male","All causes","mortality",2020,"per 100k population",436.9,"Gyeongsangnam-do","Masanhoewon-gu"
38114,"female","All causes","mortality",2020,"per 100k population",216.5,"Gyeongsangnam-do","Masanhoewon-gu"
38115,"total","All causes","mortality",2020,"per 100k population",321.9,"Gyeongsangnam-do","Jinhae-gu"
38115,"male","All causes","mortality",2020,"per 100k population",428.6,"Gyeongsangnam-do","Jinhae-gu"
38115,"female","All causes","mortality",2020,"per 100k population",232.6,"Gyeongsangnam-do","Jinhae-gu"
38510,"total","All causes","mortality",2020,"per 100k population",358.1,"Gyeongsangnam-do","Uiryeong-gun"
38510,"male","All causes","mortality",2020,"per 100k population",520.5,"Gyeongsangnam-do","Uiryeong-gun"
38510,"female","All causes","mortality",2020,"per 100k population",208.9,"Gyeongsangnam-do","Uiryeong-gun"
38520,"total","All causes","mortality",2020,"per 100k population",362.7,"Gyeongsangnam-do","Haman-gun"
38520,"male","All causes","mortality",2020,"per 100k population",483,"Gyeongsangnam-do","Haman-gun"
38520,"female","All causes","mortality",2020,"per 100k population",261.7,"Gyeongsangnam-do","Haman-gun"
38530,"total","All causes","mortality",2020,"per 100k population",373.1,"Gyeongsangnam-do","Changnyeong-gun"
38530,"male","All causes","mortality",2020,"per 100k population",502,"Gyeongsangnam-do","Changnyeong-gun"
38530,"female","All causes","mortality",2020,"per 100k population",267.6,"Gyeongsangnam-do","Changnyeong-gun"
38540,"total","All causes","mortality",2020,"per 100k population",354.3,"Gyeongsangnam-do","Goseong-gun"
38540,"male","All causes","mortality",2020,"per 100k population",499,"Gyeongsangnam-do","Goseong-gun"
38540,"female","All causes","mortality",2020,"per 100k population",232.7,"Gyeongsangnam-do","Goseong-gun"
38550,"total","All causes","mortality",2020,"per 100k population",344.9,"Gyeongsangnam-do","Namhae-gun"
38550,"male","All causes","mortality",2020,"per 100k population",494.1,"Gyeongsangnam-do","Namhae-gun"
38550,"female","All causes","mortality",2020,"per 100k population",226.7,"Gyeongsangnam-do","Namhae-gun"
38560,"total","All causes","mortality",2020,"per 100k population",331.9,"Gyeongsangnam-do","Hadong-gun"
38560,"male","All causes","mortality",2020,"per 100k population",471.7,"Gyeongsangnam-do","Hadong-gun"
38560,"female","All causes","mortality",2020,"per 100k population",199.8,"Gyeongsangnam-do","Hadong-gun"
38570,"total","All causes","mortality",2020,"per 100k population",361.7,"Gyeongsangnam-do","Sancheong-gun"
38570,"male","All causes","mortality",2020,"per 100k population",485.5,"Gyeongsangnam-do","Sancheong-gun"
38570,"female","All causes","mortality",2020,"per 100k population",266.2,"Gyeongsangnam-do","Sancheong-gun"
38580,"total","All causes","mortality",2020,"per 100k population",317.4,"Gyeongsangnam-do","Hamyang-gun"
38580,"male","All causes","mortality",2020,"per 100k population",430,"Gyeongsangnam-do","Hamyang-gun"
38580,"female","All causes","mortality",2020,"per 100k population",233.3,"Gyeongsangnam-do","Hamyang-gun"
38590,"total","All causes","mortality",2020,"per 100k population",324.7,"Gyeongsangnam-do","Geochang-gun"
38590,"male","All causes","mortality",2020,"per 100k population",459.2,"Gyeongsangnam-do","Geochang-gun"
38590,"female","All causes","mortality",2020,"per 100k population",217.8,"Gyeongsangnam-do","Geochang-gun"
38600,"total","All causes","mortality",2020,"per 100k population",335.9,"Gyeongsangnam-do","Hapcheon-gun"
38600,"male","All causes","mortality",2020,"per 100k population",476.2,"Gyeongsangnam-do","Hapcheon-gun"
38600,"female","All causes","mortality",2020,"per 100k population",222.2,"Gyeongsangnam-do","Hapcheon-gun"
39010,"total","All causes","mortality",2020,"per 100k population",316.3,"Jeju-do","Jeju-si"
39010,"male","All causes","mortality",2020,"per 100k population",441,"Jeju-do","Jeju-si"
39010,"female","All causes","mortality",2020,"per 100k population",212,"Jeju-do","Jeju-si"
39020,"total","All causes","mortality",2020,"per 100k population",302.3,"Jeju-do","Seogwipo-si"
39020,"male","All causes","mortality",2020,"per 100k population",423.9,"Jeju-do","Seogwipo-si"
39020,"female","All causes","mortality",2020,"per 100k population",196.8,"Jeju-do","Seogwipo-si"
